objectID,title,artistDisplayName,artistNationality,objectDate,objectBeginDate,objectEndDate,department,classification,medium,repository,objectURL,period,clean_title
260120,The Graduating Class,Frank Eugene,American,1913,1913,1913,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260120,1900-1950,the graduating class
260121,"Misses Weaver H. Patties' School for Girls, Munich",Frank Eugene,American,1912,1912,1912,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260121,1900-1950,misses weaver h patties school for girls munich
260122,Marie R. and Cryma,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260122,1900-1950,marie r and cryma
260123,SKH Prinzregent Ludwig von Bayern,Frank Eugene,American,1912–13,1912,1913,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260123,1900-1950,skh prinzregent ludwig von bayern
260124,Crown Prince Ludwig III of Bavaria,Frank Eugene,American,1912,1912,1912,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260124,1900-1950,crown prince ludwig iii of bavaria
260125,Crown Prince Rupprecht of Bavaria,Frank Eugene,American,1900–1908,1900,1908,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260125,1900-1950,crown prince rupprecht of bavaria
260126,H.R.H. Princess Rupprecht with Prince Leopold and Albrecht Johann,Frank Eugene,American,"1900–1908, printed 1910",1900,1908,Photographs,Photographs,Photogravure,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260126,1900-1950,h r h princess rupprecht with prince leopold and albrecht johann
260127,Maidie Hesselberger,Frank Eugene,American,1900–1909,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260127,1900-1950,maidie hesselberger
260128,H.R.H. Prince Leopold and Prince Johann Albrecht of Bavaria,Frank Eugene,American,1900–1908,1900,1908,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260128,1900-1950,h r h prince leopold and prince johann albrecht of bavaria
260129,H.R.H. Prince Leopold of Bavaria,Frank Eugene,American,1900–1908,1900,1908,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260129,1900-1950,h r h prince leopold of bavaria
260130,H.R.H. Prince Leopold and His Hobbyhorse,Frank Eugene,American,1900–1908,1900,1908,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260130,1900-1950,h r h prince leopold and his hobbyhorse
260131,"H.R.H. Prince Albrecht Johann. ""With Neither Crown Nor Scepter""",Frank Eugene,American,1900–1908,1900,1908,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260131,1900-1950,h r h prince albrecht johann with neither crown nor scepter
260132,"H.R.H. King Friedrich August of Saxony, Taken Shortly Before Dethronement",Frank Eugene,American,ca. 1913,1911,1915,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260132,1900-1950,h r h king friedrich august of saxony taken shortly before dethronement
260133,Dr. Paul Heyse,Frank Eugene,American,1900–1914,1900,1914,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260133,1900-1950,dr paul heyse
260134,"Sigmund von Hausegger, Kapellmeister",Frank Eugene,American,1910–24,1910,1924,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260134,1900-1950,sigmund von hausegger kapellmeister
260135,Professor Fritz von Miller,Frank Eugene,American,1910–13,1910,1913,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260135,1900-1950,professor fritz von miller
260136,Professor Georg Witkowski,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260136,1900-1950,professor georg witkowski
260137,Jesko von Puttkamer,Frank Eugene,American,1910–23,1910,1923,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260137,1900-1950,jesko von puttkamer
260138,Countess von Bylandt,Frank Eugene,American,1900–1911,1900,1911,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260138,1900-1950,countess von bylandt
260139,Joseph Pennell,Frank Eugene,American,1910–24,1910,1924,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260139,1900-1950,joseph pennell
260140,"Stieglitz, Steichen, Smith and Kuehn Admiring the Work of Frank Eugene",Frank Eugene,American,1907,1907,1907,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260140,1900-1950,stieglitz steichen smith and kuehn admiring the work of frank eugene
260141,Josef Geis as Beckmeser,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260141,1900-1950,josef geis as beckmeser
260152,Fredy,Frank Eugene,American,1901,1901,1901,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260152,1900-1950,fredy
260156,The Archer II,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Photogravure,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260156,1900-1950,the archer ii
260157,Minuet,Frank Eugene,American,"1900, printed 1909",1900,1900,Photographs,Photographs,Photogravure,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260157,1900-1950,minuet
260158,Emanuel von Seidl,Frank Eugene,American,1900–1908,1900,1908,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260158,1900-1950,emanuel von seidl
260159,Brigitta Wenz,Frank Eugene,American,1900,1900,1900,Photographs,Photographs,Photogravure,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260159,1900-1950,brigitta wenz
260160,The Studio,Frank Eugene,American,1910s,1910,1919,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260160,1900-1950,the studio
260162,Keep a Movin'! For Monkey * Fan * Tiger or Dove: Dough or Fame: Same Old Game as Love,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Photogravure,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260162,1900-1950,keep a movin for monkey fan tiger or dove dough or fame same old game as love
260163,Nude Man with Harp,Frank Eugene,American,1908–10,1908,1910,Photographs,Photographs,Photogravure,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260163,1900-1950,nude man with harp
260164,[Anna Königer Smith?],Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260164,1900-1950,anna k niger smith
260165,Gustel Königer,Frank Eugene,American,1909,1909,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260165,1900-1950,gustel k niger
260167,Anne,Frank Eugene,American,1911,1911,1911,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260167,1900-1950,anne
260168,Friedel Wearing a Kimono,Frank Eugene,American,1911,1911,1911,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260168,1900-1950,friedel wearing a kimono
260170,Paul and Gretchen,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260170,1900-1950,paul and gretchen
260172,Ellen,Frank Eugene,American,1909,1909,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260172,1900-1950,ellen
260173,Anne Köninger and Frederick L. Smith,Frank Eugene,American,1912,1912,1912,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260173,1900-1950,anne k ninger and frederick l smith
260175,Anne Königer and Frederick L. Smith,Frank Eugene,American,1912,1912,1912,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260175,1900-1950,anne k niger and frederick l smith
260179,Kal Smith,Frank Eugene,American,1912,1912,1912,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260179,1900-1950,kal smith
260181,The Funny Pictures,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260181,1900-1950,the funny pictures
260182,"Count and Countes LaRosée, Bride and Bridegroom",Frank Eugene,American,1900–1911,1900,1911,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260182,1900-1950,count and countes laros e bride and bridegroom
260183,Johanna,Frank Eugene,American,1919,1919,1919,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260183,1900-1950,johanna
260185,Frank Eugene with Herr von Martine and Others,Frank Eugene,American,1920,1920,1920,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260185,1900-1950,frank eugene with herr von martine and others
260186,Self-Portrait with Dolls,Frank Eugene,American,1923,1923,1923,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260186,1900-1950,self portrait with dolls
260187,"Learning How to ""Sit Up!""",Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260187,1900-1950,learning how to sit up
260188,"Luitpold u. Albrecht, Kgl. Prinzen v. Bayern",Frank Eugene,American,1908,1908,1908,Photographs,Prints,Halftone,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260188,1900-1950,luitpold u albrecht kgl prinzen v bayern
260189,Self-Portrait,Frank Eugene,American,1924,1924,1924,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260189,1900-1950,self portrait
260190,[Kal Smith?],Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260190,1900-1950,kal smith
260191,"Mein Grossvater Selinger, 93 Jahre",Frank Eugene,American,1921,1921,1921,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260191,1900-1950,mein grossvater selinger jahre
260192,The Book of Fairytales,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260192,1900-1950,the book of fairytales
260203,Hilde B. and Her Sisters,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260203,1900-1950,hilde b and her sisters
260205,Frank Eugene,Frank Eugene,American,1936,1936,1936,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260205,1900-1950,frank eugene
260208,Friedl Köninger,Anne Königer Smith,American,1908,1908,1908,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260208,1900-1950,friedl k ninger
260209,House and Church in Germany,Frank Eugene,American,1920,1920,1920,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260209,1900-1950,house and church in germany
260210,Anne Königer Smith,Frank Eugene,American,1912,1912,1912,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260210,1900-1950,anne k niger smith
260211,Frederick L. Smith,Frank Eugene,American,ca. 1915,1915,1915,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260211,1900-1950,frederick l smith
260212,Frederick L. Smith,Anne Königer Smith,American,ca. 1916,1914,1918,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260212,1900-1950,frederick l smith
260213,Self-Portrait - Nude,Anne Königer Smith,American,ca. 1916,1914,1918,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260213,1900-1950,self portrait nude
260214,Gudrun Biagosch,Frank Eugene,American,1911–19,1911,1919,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260214,1900-1950,gudrun biagosch
260215,The B.... Brothers,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260215,1900-1950,the b brothers
260216,[Female Nude],Anne Königer Smith,American,1916,1916,1916,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260216,1900-1950,female nude
260226,Tilly Slowboy,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260226,1900-1950,tilly slowboy
260228,A Little German Boy,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260228,1900-1950,a little german boy
260230,A Lazy Little American Boy Getting A Move On At His Studies At Last,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260230,1900-1950,a lazy little american boy getting a move on at his studies at last
260232,A Lazy Little American Boy Getting A Move On At Hist Studies At Last,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260232,1900-1950,a lazy little american boy getting a move on at hist studies at last
260233,"The Stamp Collector, Mater Chillingworth",Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260233,1900-1950,the stamp collector mater chillingworth
260234,The Birthday Wish. Dr. K's Son,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260234,1900-1950,the birthday wish dr k s son
260235,Ilse Riess - The Dance,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260235,1900-1950,ilse riess the dance
260236,The Dancing Lesson,Frank Eugene,American,1911–19,1911,1919,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260236,1900-1950,the dancing lesson
260237,Ready for My Nighty,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260237,1900-1950,ready for my nighty
260238,Master Frank Jefferson,Frank Eugene,American,"1898–1900, printed 1909",1898,1900,Photographs,Photographs,Photogravure,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260238,1900-1950,master frank jefferson
260239,Little Faun,Frank Eugene,American,1900–1908,1900,1908,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260239,1900-1950,little faun
260240,Adam and Eve,Frank Eugene,American,"1900s, printed 1909",1900,1909,Photographs,Photographs,Photogravure,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260240,1900-1950,adam and eve
260241,Behn's Baby Boy,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260241,1900-1950,behn s baby boy
260242,Baby Bonsells,Frank Eugene,American,"ca. 1908, printed 1909",1906,1910,Photographs,Photographs,Photogravure,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260242,1900-1950,baby bonsells
260243,Mrs. P. and her Twinboy,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260243,1900-1950,mrs p and her twinboy
260244,Dr. R.'s Little Girl,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260244,1900-1950,dr r s little girl
260245,Mrs. Bonsells and Her Child,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260245,1900-1950,mrs bonsells and her child
260246,Rebeckah,Frank Eugene,American,"1901, printed 1909",1901,1901,Photographs,Photographs,Photogravure,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260246,1900-1950,rebeckah
260248,The Hairdressing,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260248,1900-1950,the hairdressing
260249,The Brook,Frank Eugene,American,1900–1908,1900,1908,Photographs,Photographs,Carbon print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260249,1900-1950,the brook
260250,The White Cloud,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Photogravure,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260250,1900-1950,the white cloud
260251,Juventas,Frank Eugene,American,1900–1908,1900,1908,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260251,1900-1950,juventas
260252,The Egyptian Bride,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260252,1900-1950,the egyptian bride
260254,Slumber,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260254,1900-1950,slumber
260255,Psyche,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260255,1900-1950,psyche
260257,Leipzig Nude,Frank Eugene,American,1913–19,1910,1919,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260257,1900-1950,leipzig nude
260259,Miss Gene W.,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260259,1900-1950,miss gene w
260261,Bath Before the Dance,Frank Eugene,American,ca. 1908,1906,1910,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260261,1900-1950,bath before the dance
260262,Dance of the Roses and Seashells,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260262,1900-1950,dance of the roses and seashells
260263,[Nude Study],Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260263,1900-1950,nude study
260264,The Laughing Model,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260264,1900-1950,the laughing model
260265,A Fly in the Bottle,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260265,1900-1950,a fly in the bottle
260267,The Archer,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Photogravure,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260267,1900-1950,the archer
260268,The Faun,Frank Eugene,American,1900–1908,1900,1908,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260268,1900-1950,the faun
260269,Miss Convere Jones - A Profile,Frank Eugene,American,ca. 1899,1897,1901,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260269,1900-1950,miss convere jones a profile
260271,Baroness von P. --- Kimono,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Photogravure,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260271,1900-1950,baroness von p kimono
260272,Miss Gladys Lawrence - The Seashell,Frank Eugene,American,1910–13,1910,1913,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260272,1900-1950,miss gladys lawrence the seashell
260273,The Summer Song,Frank Eugene,American,ca. 1908,1906,1910,Photographs,Photographs,Halftone,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260273,1900-1950,the summer song
260274,The Guitar Player,Frank Eugene,American,ca. 1908,1906,1910,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260274,1900-1950,the guitar player
260275,The Oriental Bride,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260275,1900-1950,the oriental bride
260277,Snakecharmer,Frank Eugene,American,1900–1908,1900,1908,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260277,1900-1950,snakecharmer
260279,Miss Nan N. - Indian Festival,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260279,1900-1950,miss nan n indian festival
260280,The Misses Ide in Samoa,Frank Eugene,American,ca. 1908,1906,1910,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260280,1900-1950,the misses ide in samoa
260281,Wreath of Roses,Frank Eugene,American,1911–19,1911,1919,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260281,1900-1950,wreath of roses
260282,Miss Ide,Frank Eugene,American,1890–1903,1890,1903,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260282,1900-1950,miss ide
260283,Baroness von W. of Vienna,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260283,1900-1950,baroness von w of vienna
260284,Mirzl Wach. The Sister of Charity,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260284,1900-1950,mirzl wach the sister of charity
260285,Emmy G.,Frank Eugene,American,1900–1908,1900,1908,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260285,1900-1950,emmy g
260286,Emmy Geiger,Frank Eugene,American,1900–1908,1900,1908,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260286,1900-1950,emmy geiger
260288,Mrs. Wilm,Frank Eugene,American,1909,1909,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260288,1900-1950,mrs wilm
260290,Lisl Bosse,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260290,1900-1950,lisl bosse
260292,The Offering,Frank Eugene,American,1911–19,1911,1919,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260292,1900-1950,the offering
260293,Berta Morena in The Jewess,Frank Eugene,American,1900–1908,1900,1908,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260293,1900-1950,berta morena in the jewess
260294,Miss Lilian C. Wiver in Her Workshop,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260294,1900-1950,miss lilian c wiver in her workshop
260295,Miss Lilian C. Wiver with Her Angora,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260295,1900-1950,miss lilian c wiver with her angora
260296,Thilda H. - The Veiled Lady,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260296,1900-1950,thilda h the veiled lady
260297,Sweet Alice (Ben Bolt),Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260297,1900-1950,sweet alice ben bolt
260298,The Painter's Wife,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260298,1900-1950,the painter s wife
260299,The Diva at Home,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260299,1900-1950,the diva at home
260300,The Diva and Her Most Trusty Friend and Companion,Frank Eugene,American,1900–1908,1900,1908,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260300,1900-1950,the diva and her most trusty friend and companion
260301,Romance of the Rose - Sophie R.,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260301,1900-1950,romance of the rose sophie r
260302,On the Wabash (Miss D.),Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260302,1900-1950,on the wabash miss d
260303,Pensive,Frank Eugene,American,1911–19,1911,1919,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260303,1900-1950,pensive
260304,Frau Clara G.,Frank Eugene,American,1900–1908,1900,1908,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260304,1900-1950,frau clara g
260305,Miss L.L.L.,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260305,1900-1950,miss l l l
