objectID,title,artistDisplayName,artistNationality,objectDate,objectBeginDate,objectEndDate,department,classification,medium,repository,objectURL,period,clean_title
259953,"Highland Park, Michigan",Harry Callahan,American,1941,1941,1941,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259953,1900-1950,highland park michigan
259954,"Dead Tree, Dog Lake, Yosemite National Park",Ansel Easton Adams,American,ca. 1936,1934,1938,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259954,1900-1950,dead tree dog lake yosemite national park
259955,"Cemetery, Hornitos, California",Ansel Easton Adams,American,1938–39,1938,1939,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259955,1900-1950,cemetery hornitos california
259956,"White Sands National Monument, New Mexico",Ansel Easton Adams,American,1948,1948,1948,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259956,1900-1950,white sands national monument new mexico
259962,La Photographie n'est pas L'Art,Man Ray,American,1930s,1930,1939,Photographs,Portfolios,Letterpress,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259962,1900-1950,la photographie n est pas l art
259963,Sibyl Anikeeff,Edward Weston,American,1921,1921,1921,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259963,1900-1950,sibyl anikeeff
259967,"[Ancestral Figure (Profile), French Sudan]",Walker Evans,American,1935,1935,1935,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259967,1900-1950,ancestral figure profile french sudan
259968,"[Pineapple Vendor, Havana]",Walker Evans,American,1933,1933,1933,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259968,1900-1950,pineapple vendor havana
259969,"[Man at Communal Laundry in Courtyard, Havana]",Walker Evans,American,1933,1933,1933,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259969,1900-1950,man at communal laundry in courtyard havana
259970,Cinema,Walker Evans,American,"1933, printed ca. 1970",1933,1933,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259970,1900-1950,cinema
259971,"Coal Miner's House, Scott's Run, West Virginia",Walker Evans,American,1935,1935,1935,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259971,1900-1950,coal miner s house scott s run west virginia
259972,"Detail of View of Easton, Pennsylvania",Walker Evans,American,1935,1935,1935,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259972,1900-1950,detail of view of easton pennsylvania
259974,"Detail of [Pediment, Charleston, South Carolina]",Walker Evans,American,1936,1936,1936,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259974,1900-1950,detail of pediment charleston south carolina
259975,"[Subway Passengers, New York City]",Walker Evans,American,1938,1938,1938,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259975,1900-1950,subway passengers new york city
259977,"[Kneeling Figure (Sceptre Top), Dahomey]",Walker Evans,American,1935,1935,1935,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259977,1900-1950,kneeling figure sceptre top dahomey
259982,"[Brooklyn Bridge, From Below, New York City]",Walker Evans,American,1929,1929,1929,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259982,1900-1950,brooklyn bridge from below new york city
259983,Port of New York,Walker Evans,American,1928–30,1928,1930,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259983,1900-1950,port of new york
259984,"[Flatiron Building, From Below, New York City]",Walker Evans,American,1928–30,1928,1930,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259984,1900-1950,flatiron building from below new york city
259985,"[""Step-Back"" Buildings and Street, From Above, New York City]",Walker Evans,American,1928–30,1928,1930,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259985,1900-1950,step back buildings and street from above new york city
259986,"[Street Corner and Pedestrian Seen From El Platform, New York City]",Walker Evans,American,October 1928,1928,1928,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259986,1900-1950,street corner and pedestrian seen from el platform new york city
259987,"[Construction Site with Crane Boom and Cables, From Below, New York City]",Walker Evans,American,1928–30,1928,1930,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259987,1900-1950,construction site with crane boom and cables from below new york city
259988,"[Two Women Seated on Park Bench, Florida]",Walker Evans,American,"1941, printed ca. 1970",1941,1941,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259988,1900-1950,two women seated on park bench florida
259989,"[Elevated Train Tracks and Street Below, Brooklyn Bridge, New York City]",Walker Evans,American,1928–30,1928,1930,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259989,1900-1950,elevated train tracks and street below brooklyn bridge new york city
259991,"[Elevated Train Tracks on Brooklyn Bridge, New York City]",Walker Evans,American,1928–30,1928,1930,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259991,1900-1950,elevated train tracks on brooklyn bridge new york city
259993,"[Lincoln Building Construction Site, New York City]",Walker Evans,American,1929,1929,1929,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259993,1900-1950,lincoln building construction site new york city
259994,"[Lunchroom Window, New York]",Walker Evans,American,1929,1929,1929,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259994,1900-1950,lunchroom window new york
259995,"Winter Resorters, Florida",Walker Evans,American,"1941, printed ca. 1970",1941,1941,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259995,1900-1950,winter resorters florida
259996,"Municipal Trailer Camp, Florida",Walker Evans,American,"1941, printed ca. 1970",1941,1941,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259996,1900-1950,municipal trailer camp florida
259998,Havana: Country Family,Walker Evans,American,1933,1933,1933,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259998,1900-1950,havana country family
259999,"Typical Town, Interior of Cuba",Walker Evans,American,1933,1933,1933,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/259999,1900-1950,typical town interior of cuba
260000,"[Mother and Children in Doorway, Havana]",Walker Evans,American,1933,1933,1933,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260000,1900-1950,mother and children in doorway havana
260019,Scrapbook of Telephotographs,Underwood & Underwood,American,1920s,1920,1929,Photographs,Albums,Gelatin silver prints,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260019,1900-1950,scrapbook of telephotographs
260022,Xenia Kashevaroff,Edward Weston,American,1931,1931,1931,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260022,1900-1950,xenia kashevaroff
260044,"Landscape, Gulf Coast, Louisiana",Walker Evans,American,1935,1935,1935,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260044,1900-1950,landscape gulf coast louisiana
260046,"Joe's Auto Graveyard, Near Bethlehem, Pennsylvania",Walker Evans,American,"1936, printed 1971",1936,1936,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260046,1900-1950,joe s auto graveyard near bethlehem pennsylvania
260047,Birmingham Steel Mill and Workers' Houses,Walker Evans,American,"1936, printed 1971",1936,1936,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260047,1900-1950,birmingham steel mill and workers houses
260076,"Poughkeepsie, New York",André Kertész,"American, born Hungary",1937,1937,1937,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260076,1900-1950,poughkeepsie new york
260085,"New York, N. Why?  Photographs by Rudolf Burckhardt. Poems by Edwin Denby",Rudy Burckhardt,"American, born Switzerland",ca. 1939,1939,1939,Photographs,Albums,Gelatin silver prints,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260085,1900-1950,new york n why photographs by rudolf burckhardt poems by edwin denby
260104,My Studio,Frank Eugene,American,ca. 1913,1911,1915,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260104,1900-1950,my studio
260105,Gudrun Reading,Frank Eugene,American,1911–19,1911,1919,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260105,1900-1950,gudrun reading
260106,Fritzi von Derra - The Exotic Dancer,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260106,1900-1950,fritzi von derra the exotic dancer
260107,Fritzi von Derra - Greek Dancer,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260107,1900-1950,fritzi von derra greek dancer
260108,Fritzi von Derra - The Greek Dancer,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260108,1900-1950,fritzi von derra the greek dancer
260111,Fritzi von Derra - The Oriental Dancer,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260111,1900-1950,fritzi von derra the oriental dancer
260112,The Baronin B. and Miss M. - Rosenkavalier,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260112,1900-1950,the baronin b and miss m rosenkavalier
260113,"""Fisherman's Luck"" - Henry Heyligers and Wife",Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260113,1900-1950,fisherman s luck henry heyligers and wife
260114,Frau Frieda and Franz S,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260114,1900-1950,frau frieda and franz s
260115,Four Sisters,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260115,1900-1950,four sisters
260116,The Art Magazine,Frank Eugene,American,1911–19,1911,1919,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260116,1900-1950,the art magazine
260117,The Cake Walk,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260117,1900-1950,the cake walk
260118,Ritual Vestalis,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260118,1900-1950,ritual vestalis
260119,Slumbering Maidens,Frank Eugene,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/260119,1900-1950,slumbering maidens
262895,"Buddy Gilmore, Paris",Berenice Abbott,American,1926–27,1926,1927,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/262895,1900-1950,buddy gilmore paris
262899,Right of Assembly,Arthur S. Siegel,American,1939,1939,1939,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/262899,1900-1950,right of assembly
262901,"Lebzeltgeschaft, Vienna",John H. Popper,"American, born Austria",1934,1934,1934,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/262901,1900-1950,lebzeltgeschaft vienna
262902,"Haute Couture, Vienna",John H. Popper,"American, born Austria",1934,1934,1934,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/262902,1900-1950,haute couture vienna
262903,Paris,John H. Popper,"American, born Austria",ca. 1934,1932,1936,Photographs,Collages,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/262903,1900-1950,paris
262906,Max Ernst,Josef Breitenbach,"American, born Germany",1939,1939,1939,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/262906,1900-1950,max ernst
262910,"Olympian Zeus, Athens",A. Hyatt Mayor,American,1950s,1950,1959,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/262910,1900-1950,olympian zeus athens
262918,Jackson Pollock,Hans Namuth,American,1950,1950,1950,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/262918,1900-1950,jackson pollock
262926,Nude No. 92,Irving Penn,American,"1949–50, printed 1949–50",1949,1950,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/262926,1900-1950,nude no
262929,Eleanor,Harry Callahan,American,"1947, printed 1980",1947,1947,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/262929,1900-1950,eleanor
262937,"Santa Monica, California",Edmund Teske,American,"1944, printed 1960",1944,1944,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/262937,1900-1950,santa monica california
262938,"Coney Island, New York",Morris Engel,American,ca. 1941,1939,1943,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/262938,1900-1950,coney island new york
262939,"Interior View of Room in Home, Man Reading, Summit, New Jersey",Karl Struss,American,1911,1911,1911,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/262939,1900-1950,interior view of room in home man reading summit new jersey
262954,"On the quai near Saint Michel, Paris",André Kertész,"American, born Hungary","1926, printed ca. 1978",1926,1926,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/262954,1900-1950,on the quai near saint michel paris
262956,"A Gentleman, Paris",André Kertész,"American, born Hungary","1926, printed ca. 1978",1926,1926,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/262956,1900-1950,a gentleman paris
262957,"Central Park Boat Basin, New York",André Kertész,"American, born Hungary","1944, printed ca. 1978",1944,1944,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/262957,1900-1950,central park boat basin new york
262958,"Eiffel Tower, Paris",André Kertész,"American, born Hungary","1929, printed ca. 1978",1929,1929,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/262958,1900-1950,eiffel tower paris
262960,"Mr. Caillot's Dog and the Keys of Notre Dame, Paris",André Kertész,"American, born Hungary","1928, printed ca. 1978",1928,1928,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/262960,1900-1950,mr caillot s dog and the keys of notre dame paris
262961,"Beekman Terrace, New York",André Kertész,"American, born Hungary","1946, printed ca. 1978",1946,1946,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/262961,1900-1950,beekman terrace new york
262964,"Celebration After the First Futurist Ballet, Paris",André Kertész,"American, born Hungary","1929, printed ca. 1978",1929,1929,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/262964,1900-1950,celebration after the first futurist ballet paris
262965,"Pont Neuf, Paris",André Kertész,"American, born Hungary","1931, printed ca. 1978",1931,1931,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/262965,1900-1950,pont neuf paris
262966,"Shadows, Paris",André Kertész,"American, born Hungary","1931, printed ca. 1978",1931,1931,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/262966,1900-1950,shadows paris
261556,Billie Burke at Hastings-on-Hudson,Walter Scott Shinn,American,1920s,1920,1929,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261556,1900-1950,billie burke at hastings on hudson
261557,"[Wife of Chilean Counsel, Washington]",Walter Scott Shinn,American,1910s,1910,1919,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261557,1900-1950,wife of chilean counsel washington
261558,"[Otis Skinner, Cornelia Otis Skinner Blodget, and Otis Skinner Blodget]",Walter Scott Shinn,American,1920s,1920,1929,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261558,1900-1950,otis skinner cornelia otis skinner blodget and otis skinner blodget
261561,Mary Garden,Walter Scott Shinn,American,ca. 1910,1908,1912,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261561,1900-1950,mary garden
261562,"John McCormack, Opera Singer",Walter Scott Shinn,American,ca. 1911,1909,1913,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261562,1900-1950,john mccormack opera singer
261563,"Antoino Bassi, Opera Singer",Walter Scott Shinn,American,ca. 1912,1910,1914,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261563,1900-1950,antoino bassi opera singer
261564,"[Woman with Matching Necklace and Tiarra, Member of Diplomatic Community]",Walter Scott Shinn,American,1910s,1910,1919,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261564,1900-1950,woman with matching necklace and tiarra member of diplomatic community
261565,"[Ambassador Bachsmatief, Russia, Washington, D.C.]",Walter Scott Shinn,American,1912,1912,1912,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261565,1900-1950,ambassador bachsmatief russia washington d c
261566,[Victor Herbert's Daughter],Walter Scott Shinn,American,1900s,1900,1909,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261566,1900-1950,victor herbert s daughter
261567,"[Mrs. Von Bernstoff, German Embassy, Washington, D.C.]",Walter Scott Shinn,American,1900s,1900,1909,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261567,1900-1950,mrs von bernstoff german embassy washington d c
261568,"Toni Bassi, Opera Singer",Walter Scott Shinn,American,1910s,1910,1919,Photographs,Photographs,Platinum print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261568,1900-1950,toni bassi opera singer
261569,Flatiron in Summer,Rudy Burckhardt,"American, born Switzerland","1948, printed 1975",1940,1949,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261569,1900-1950,flatiron in summer
261570,Liberty Root Beer,Rudy Burckhardt,"American, born Switzerland","ca. 1939, printed 1975",1937,1941,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261570,1900-1950,liberty root beer
261580,[Tulips in a Garden],Flora Whiting,American,1935,1935,1935,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261580,1900-1950,tulips in a garden
261581,[Magnolia in Bloom],Flora Whiting,American,1935,1935,1935,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261581,1900-1950,magnolia in bloom
261583,[Garden with River in Distance],Flora Whiting,American,1935,1935,1935,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261583,1900-1950,garden with river in distance
261584,"[Flower Arrangement with Tulips, Alongside Ceramic Bird]",Flora Whiting,American,1935,1935,1935,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261584,1900-1950,flower arrangement with tulips alongside ceramic bird
261597,Surrealist Landscape,Murray Duitz,American,1941,1941,1941,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261597,1900-1950,surrealist landscape
261609,Obsession,William Mortensen,American,ca. 1930,1925,1935,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261609,1900-1950,obsession
261610,Human Relations,William Mortensen,American,1932,1932,1932,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261610,1900-1950,human relations
261624,[Album of 40 Portraits by Louis Davidson],Louis Davidson,American,1950s–60s,1950,1969,Photographs,Albums,Gelatin silver prints,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261624,1900-1950,album of portraits by louis davidson
261626,"[Student Alumnae Building, Wheaton College, Norton, Massachusetts]",Walker Evans,American,1941,1941,1941,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261626,1900-1950,student alumnae building wheaton college norton massachusetts
261627,"[Alumnae Parlor, Wheaton College, Norton, Massachusets]",Walker Evans,American,1941,1941,1941,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261627,1900-1950,alumnae parlor wheaton college norton massachusets
261628,"[Game Room, Wheaton College, Norton, Massachusetts]",Walker Evans,American,1941,1941,1941,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261628,1900-1950,game room wheaton college norton massachusetts
261629,"[Hebe Court, Wheaton College, Norton, Massachusetts]",Walker Evans,American,1941,1941,1941,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261629,1900-1950,hebe court wheaton college norton massachusetts
261630,"[""The Sem"" (1832), Wheaton College, Norton, Massachusetts]",Walker Evans,American,1941,1941,1941,Photographs,Photographs,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261630,1900-1950,the sem wheaton college norton massachusetts
261638,[Cricket Game],Newell,American,1880s–1900s,1880,1909,Photographs,Photographs,Albumen silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261638,1900-1950,cricket game
261674,[Load Your Kodak with Kodak Film],Eastman Kodak Co.,American,1910s,1910,1919,Photographs,Ephemera,Other,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261674,1900-1950,load your kodak with kodak film
261676,[No. 1 Special Kodak],Eastman Kodak Co.,American,1910s,1910,1919,Photographs,Ephemera,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261676,1900-1950,no special kodak
261684,[Kodak.  Mother Taking Photograph of Child on Bed],Eastman Kodak Co.,American,1910s,1910,1919,Photographs,Ephemera,Gelatin silver print,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261684,1900-1950,kodak mother taking photograph of child on bed
261685,[A Happy Christmas Thought - Kodak],Eastman Kodak Co.,American,1910s,1910,1919,Photographs,Ephemera,Other,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261685,1900-1950,a happy christmas thought kodak
261686,[Write It on the Film at the Time],Eastman Kodak Co.,American,1910s,1910,1919,Photographs,Ephemera,Other,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261686,1900-1950,write it on the film at the time
261695,"The North American Indian, Vol. I.  Apache, Jicarillas, Navajo",Edward Sheriff Curtis,American,1907,1907,1907,Photographs,Books,Photogravures,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261695,1900-1950,the north american indian vol i apache jicarillas navajo
261696,"The North American Indian, Vol. X.  The Kwakiutl",Edward Sheriff Curtis,American,1915,1915,1915,Photographs,Books,Photogravures,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261696,1900-1950,the north american indian vol x the kwakiutl
261697,"The North American Indian, Vol. XI.  Nootka, Haida",Edward Sheriff Curtis,American,1916,1916,1916,Photographs,Books,Photogravures,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261697,1900-1950,the north american indian vol xi nootka haida
261698,"The North American Indian, Vol. XII.  The Hopi",Edward Sheriff Curtis,American,1922,1922,1922,Photographs,Books,Photogravures,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261698,1900-1950,the north american indian vol xii the hopi
261699,"The North American Indian, Vol. XIII.  Hupa, Yurok, Karok, Wiyot, Tolowa, Tututni, Shasta, Achomawi, Klamath",Edward Sheriff Curtis,American,1924,1924,1924,Photographs,Books,Photogravures,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261699,1900-1950,the north american indian vol xiii hupa yurok karok wiyot tolowa tututni shasta achomawi klamath
261700,"The North American Indian, Vol. XIV.  Kato, Wailaki, Yuki, Pomo, Wintun, Maidu, Miwok, Yokuts",Edward Sheriff Curtis,American,1924,1924,1924,Photographs,Books,Photogravures,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261700,1900-1950,the north american indian vol xiv kato wailaki yuki pomo wintun maidu miwok yokuts
261701,"The North American Indian, Vol. XV.  Southern California Shoshoneans, Diegue¤os, Plateau Shoshoneans, The Washo Mythology",Edward Sheriff Curtis,American,1926,1926,1926,Photographs,Books,Photogravures,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/261701,1900-1950,the north american indian vol xv southern california shoshoneans diegue os plateau shoshoneans the washo mythology
